year,sex,age_group,activity,units,activity_long,Number of people,Average
2012,Female,"(45,55]",lsemp,Combined,Paid employment,1602,25.551234115347018
2012,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1602,2.8036458333333334
2012,Female,"(45,55]",lserr,Combined,Household errands,1602,5.576642156862745
2012,Female,"(45,55]",lshw,Combined,Housework,1602,15.91700409737286
2012,Female,"(45,55]",lsod,Combined,Outdoor tasks,1602,3.342248637939574
2012,Female,"(45,55]",lschd,Combined,Playing with your children,1602,4.912177985948477
2012,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1602,1.3286290322580645
2012,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1602,0.9792997870074548
2012,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1602,2.9732360097323602
2012,Female,"(55,65]",lsemp,Combined,Paid employment,1334,15.542667819072314
2012,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1334,1.6623939127889962
2012,Female,"(55,65]",lserr,Combined,Household errands,1334,5.5659662664379645
2012,Female,"(55,65]",lshw,Combined,Housework,1334,16.899032992036403
2012,Female,"(55,65]",lsod,Combined,Outdoor tasks,1334,4.58162100456621
2012,Female,"(55,65]",lschd,Combined,Playing with your children,1334,0.8826369545032497
2012,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1334,2.9043238270469183
2012,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1334,1.6276255707762557
2012,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1334,3.242692786069652
2012,Female,"(65,75]",lsemp,Combined,Paid employment,856,2.448522622345337
2012,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,856,0.18473193473193472
2012,Female,"(65,75]",lserr,Combined,Household errands,856,6.337659380692168
2012,Female,"(65,75]",lshw,Combined,Housework,856,21.141475483580745
2012,Female,"(65,75]",lsod,Combined,Outdoor tasks,856,5.188835834470214
2012,Female,"(65,75]",lschd,Combined,Playing with your children,856,0.4957983193277311
2012,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,856,1.7893454038997214
2012,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,856,2.193825441039926
2012,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,856,2.7373491179201483
2012,Female,"(75,Inf]",lsemp,Combined,Paid employment,668,0.1847599164926931
2012,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,668,0.013771186440677966
2012,Female,"(75,Inf]",lserr,Combined,Household errands,668,5.265
2012,Female,"(75,Inf]",lshw,Combined,Housework,668,17.09798083504449
2012,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,668,3.5621181262729125
2012,Female,"(75,Inf]",lschd,Combined,Playing with your children,668,0.10638297872340426
2012,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,668,0.30021141649048627
2012,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,668,1.3821851078636047
2012,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,668,1.9444444444444444
2013,Male,"(15,25]",lsemp,Combined,Paid employment,1759,22.027454242928453
2013,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1759,2.3985066215835444
2013,Male,"(15,25]",lserr,Combined,Household errands,1759,1.9481340118744699
2013,Male,"(15,25]",lshw,Combined,Housework,1759,3.6367687637969093
2013,Male,"(15,25]",lsod,Combined,Outdoor tasks,1759,2.021261487050961
2013,Male,"(15,25]",lschd,Combined,Playing with your children,1759,1.3336242001163467
2013,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1759,0.506413612565445
2013,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1759,0.6408121530820917
2013,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1759,0.5117370892018779
2013,Male,"(25,35]",lsemp,Combined,Paid employment,1527,39.071632124352334
2013,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1527,4.426198779424586
2013,Male,"(25,35]",lserr,Combined,Household errands,1527,3.2639912280701755
2013,Male,"(25,35]",lshw,Combined,Housework,1527,5.6876297577854675
2013,Male,"(25,35]",lsod,Combined,Outdoor tasks,1527,3.5805313588850174
2013,Male,"(25,35]",lschd,Combined,Playing with your children,1527,6.909936479128857
2013,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1527,0.5038759689922481
2013,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1527,0.6978589032655577
2013,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1527,0.46116806461634047
2013,Male,"(35,45]",lsemp,Combined,Paid employment,1446,39.8828079392878
2013,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1446,4.721834511189635
2013,Male,"(35,45]",lserr,Combined,Household errands,1446,3.7357415565345082
2013,Male,"(35,45]",lshw,Combined,Housework,1446,6.913969087197434
2013,Male,"(35,45]",lsod,Combined,Outdoor tasks,1446,4.760491659350308
2013,Male,"(35,45]",lschd,Combined,Playing with your children,1446,9.099046767947572
2013,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1446,0.3661408540471638
2013,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1446,0.5944391934467549
2013,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1446,0.67801350048216
2013,Male,"(45,55]",lsemp,Combined,Paid employment,1512,39.001609383524276
2013,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1512,4.333916180960311
2013,Male,"(45,55]",lserr,Combined,Household errands,1512,4.1131629568562795
2013,Male,"(45,55]",lshw,Combined,Housework,1512,7.004490854490855
2013,Male,"(45,55]",lsod,Combined,Outdoor tasks,1512,5.567940290331416
2013,Male,"(45,55]",lschd,Combined,Playing with your children,1512,4.529310344827586
2013,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1512,0.3786697247706422
2013,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1512,0.8591928251121076
2013,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1512,1.5646562308164518
2013,Male,"(55,65]",lsemp,Combined,Paid employment,1198,24.972961867192637
2013,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1198,2.955299231026413
2013,Male,"(55,65]",lserr,Combined,Household errands,1198,4.610192563081009
2013,Male,"(55,65]",lshw,Combined,Housework,1198,7.2309640522875815
2013,Male,"(55,65]",lsod,Combined,Outdoor tasks,1198,7.435188802083333
2013,Male,"(55,65]",lschd,Combined,Playing with your children,1198,1.4773922187171398
2013,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1198,1.1107004575853572
2013,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1198,1.4660883280757098
2013,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1198,2.4778714436248683
2013,Male,"(65,75]",lsemp,Combined,Paid employment,807,5.809819688109162
2013,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,807,0.5574267262791853
2013,Male,"(65,75]",lserr,Combined,Household errands,807,4.962567501227295
2013,Male,"(65,75]",lshw,Combined,Housework,807,7.227777777777778
2013,Male,"(65,75]",lsod,Combined,Outdoor tasks,807,8.971093372036767
2013,Male,"(65,75]",lschd,Combined,Playing with your children,807,0.45252525252525255
2013,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,807,1.0390977443609022
2013,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,807,2.272255192878338
2013,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,807,1.5038051750380517
2013,Male,"(75,Inf]",lsemp,Combined,Paid employment,524,0.5845709570957096
2013,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,524,0.06098579782790309
2013,Male,"(75,Inf]",lserr,Combined,Household errands,524,5.425308641975309
2013,Male,"(75,Inf]",lshw,Combined,Housework,524,8.77245145631068
2013,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,524,8.791666666666666
2013,Male,"(75,Inf]",lschd,Combined,Playing with your children,524,0.18546365914786966
2013,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,524,0.2064676616915423
2013,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,524,1.751492537313433
2013,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,524,2.858560794044665
2013,Female,"(15,25]",lsemp,Combined,Paid employment,1836,18.60616119263918
2013,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1836,2.3136929948283966
2013,Female,"(15,25]",lserr,Combined,Household errands,1836,2.588932107496464
2013,Female,"(15,25]",lshw,Combined,Housework,1836,6.4098709974660215
2013,Female,"(15,25]",lsod,Combined,Outdoor tasks,1836,1.1236013986013986
2013,Female,"(15,25]",lschd,Combined,Playing with your children,1836,5.277689911334771
2013,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1836,0.7566857006899833
2013,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1836,0.6543803418803419
2013,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1836,0.52428810720268
2013,Female,"(25,35]",lsemp,Combined,Paid employment,1574,23.535036401456058
2013,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1574,2.950196850393701
2013,Female,"(25,35]",lserr,Combined,Household errands,1574,4.772905246671887
2013,Female,"(25,35]",lshw,Combined,Housework,1574,13.564549444874775
2013,Female,"(25,35]",lsod,Combined,Outdoor tasks,1574,1.9460761154855644
2013,Female,"(25,35]",lschd,Combined,Playing with your children,1574,19.688197767145134
2013,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1574,0.7460253300997036
2013,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1574,0.5481316003249391
2013,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1574,0.5008136696501221
2013,Female,"(35,45]",lsemp,Combined,Paid employment,1589,24.15135448916409
2013,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1589,2.7553071895424837
2013,Female,"(35,45]",lserr,Combined,Household errands,1589,5.420914523252793
2013,Female,"(35,45]",lshw,Combined,Housework,1589,16.16548255665903
2013,Female,"(35,45]",lsod,Combined,Outdoor tasks,1589,2.728286384976526
2013,Female,"(35,45]",lschd,Combined,Playing with your children,1589,17.91332284290585
2013,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1589,0.6803209459459459
2013,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1589,0.9980066445182725
2013,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1589,1.354071569456185
2013,Female,"(45,55]",lsemp,Combined,Paid employment,1599,25.79525925925926
2013,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1599,2.892205323193916
2013,Female,"(45,55]",lserr,Combined,Household errands,1599,5.681014384920635
2013,Female,"(45,55]",lshw,Combined,Housework,1599,15.490530303030303
2013,Female,"(45,55]",lsod,Combined,Outdoor tasks,1599,3.5163057007717202
2013,Female,"(45,55]",lschd,Combined,Playing with your children,1599,4.951802157327019
2013,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1599,1.3251833740831296
2013,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1599,1.2137183629509962
2013,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1599,2.9774582306217474
2013,Female,"(55,65]",lsemp,Combined,Paid employment,1316,15.501965962441314
2013,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1316,1.8377372479240806
2013,Female,"(55,65]",lserr,Combined,Household errands,1316,5.779895104895105
2013,Female,"(55,65]",lshw,Combined,Housework,1316,16.730246913580245
2013,Female,"(55,65]",lsod,Combined,Outdoor tasks,1316,4.6717523975588495
2013,Female,"(55,65]",lschd,Combined,Playing with your children,1316,0.9717703349282296
2013,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1316,2.557794439237738
2013,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1316,1.7579588014981273
2013,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1316,3.6632861635220126
2013,Female,"(65,75]",lsemp,Combined,Paid employment,897,2.520537634408602
2013,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,897,0.30282152230971127
2013,Female,"(65,75]",lserr,Combined,Household errands,897,6.539594240837697
2013,Female,"(65,75]",lshw,Combined,Housework,897,19.250526094276093
2013,Female,"(65,75]",lsod,Combined,Outdoor tasks,897,5.101946940522037
2013,Female,"(65,75]",lschd,Combined,Playing with your children,897,0.36257695690413366
2013,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,897,1.7969696969696969
2013,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,897,2.059817945383615
2013,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,897,2.3797149122807015
2013,Female,"(75,Inf]",lsemp,Combined,Paid employment,671,0.09243697478991597
2013,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,671,0.008456659619450317
2013,Female,"(75,Inf]",lserr,Combined,Household errands,671,5.911835748792271
2013,Female,"(75,Inf]",lshw,Combined,Housework,671,18.104928131416838
2013,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,671,3.748670756646217
2013,Female,"(75,Inf]",lschd,Combined,Playing with your children,671,0.1271186440677966
2013,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,671,0.31092436974789917
2013,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,671,1.6409985935302391
2013,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,671,2.986842105263158
2014,Male,"(15,25]",lsemp,Combined,Paid employment,1749,22.256801373481245
2014,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1749,2.5628720836685437
2014,Male,"(15,25]",lserr,Combined,Household errands,1749,2.137643448091807
2014,Male,"(15,25]",lshw,Combined,Housework,1749,4.018942383583267
2014,Male,"(15,25]",lsod,Combined,Outdoor tasks,1749,2.0852559002917
2014,Male,"(15,25]",lschd,Combined,Playing with your children,1749,1.9309602649006623
2014,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1749,0.4372402327514547
2014,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1749,0.5437759336099585
2014,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1749,0.6937465103294249
2014,Male,"(25,35]",lsemp,Combined,Paid employment,1562,39.25970464135021
2014,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1562,4.578167808219178
2014,Male,"(25,35]",lserr,Combined,Household errands,1562,3.277135104255927
2014,Male,"(25,35]",lshw,Combined,Housework,1562,5.889853231724527
2014,Male,"(25,35]",lsod,Combined,Outdoor tasks,1562,3.3676663810339904
2014,Male,"(25,35]",lschd,Combined,Playing with your children,1562,7.47382005899705
2014,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1562,0.36229863692688974
2014,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1562,0.6563748079877112
2014,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1562,0.37006172839506174
2014,Male,"(35,45]",lsemp,Combined,Paid employment,1375,39.92124624624625
2014,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1375,4.848451395277523
2014,Male,"(35,45]",lserr,Combined,Household errands,1375,3.6753832281334535
2014,Male,"(35,45]",lshw,Combined,Housework,1375,6.744004796163069
2014,Male,"(35,45]",lsod,Combined,Outdoor tasks,1375,4.638888888888889
2014,Male,"(35,45]",lschd,Combined,Playing with your children,1375,9.918670983657108
2014,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1375,0.4373102310231023
2014,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1375,0.7337418300653594
2014,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1375,0.9722782258064516
2014,Male,"(45,55]",lsemp,Combined,Paid employment,1462,38.179959349593496
2014,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1462,4.331545654565456
2014,Male,"(45,55]",lserr,Combined,Household errands,1462,3.9287408013082583
2014,Male,"(45,55]",lshw,Combined,Housework,1462,6.892380952380952
2014,Male,"(45,55]",lsod,Combined,Outdoor tasks,1462,5.277741673436231
2014,Male,"(45,55]",lschd,Combined,Playing with your children,1462,4.633447880870562
2014,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1462,0.4493765206812652
2014,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1462,0.8959451401311866
2014,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1462,1.9421148587055606
2014,Male,"(55,65]",lsemp,Combined,Paid employment,1205,25.897078028077047
2014,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1205,3.1263765248928452
2014,Male,"(55,65]",lserr,Combined,Household errands,1205,4.215928477690289
2014,Male,"(55,65]",lshw,Combined,Housework,1205,7.289246263807668
2014,Male,"(55,65]",lsod,Combined,Outdoor tasks,1205,6.721410006497726
2014,Male,"(55,65]",lschd,Combined,Playing with your children,1205,1.6835247042449548
2014,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1205,1.1559310102076734
2014,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1205,1.2883071553228622
2014,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1205,2.544674451521585
2014,Male,"(65,75]",lsemp,Combined,Paid employment,844,5.3767034990791895
2014,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,844,0.6289754288363468
2014,Male,"(65,75]",lserr,Combined,Household errands,844,5.232165750915751
2014,Male,"(65,75]",lshw,Combined,Housework,844,8.146662094192958
2014,Male,"(65,75]",lsod,Combined,Outdoor tasks,844,8.906238615664845
2014,Male,"(65,75]",lschd,Combined,Playing with your children,844,0.5924882629107981
2014,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,844,1.1512605042016806
2014,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,844,2.469114219114219
2014,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,844,1.6647807637906649
2014,Male,"(75,Inf]",lsemp,Combined,Paid employment,530,0.5485781990521327
2014,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,530,0.06160287081339713
2014,Male,"(75,Inf]",lserr,Combined,Household errands,530,5.462873563218391
2014,Male,"(75,Inf]",lshw,Combined,Housework,530,8.745987654320988
2014,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,530,8.087412587412587
2014,Male,"(75,Inf]",lschd,Combined,Playing with your children,530,0.18858609794628753
2014,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,530,0.35933806146572106
2014,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,530,1.550233644859813
2014,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,530,3.528368794326241
2014,Female,"(15,25]",lsemp,Combined,Paid employment,1720,17.8757499400048
2014,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1720,2.2830407217751767
2014,Female,"(15,25]",lserr,Combined,Household errands,1720,2.5188133140376268
2014,Female,"(15,25]",lshw,Combined,Housework,1720,6.103414227932429
2014,Female,"(15,25]",lsod,Combined,Outdoor tasks,1720,1.0324510514865846
2014,Female,"(15,25]",lschd,Combined,Playing with your children,1720,5.05534379671151
2014,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1720,0.8290832715591796
2014,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1720,0.6190936106983655
2014,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1720,0.2924469413233458
2014,Female,"(25,35]",lsemp,Combined,Paid employment,1646,24.0302713467762
2014,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1646,3.102120983935743
2014,Female,"(25,35]",lserr,Combined,Household errands,1646,4.884811227024342
2014,Female,"(25,35]",lshw,Combined,Housework,1646,13.593657817109145
2014,Female,"(25,35]",lsod,Combined,Outdoor tasks,1646,1.949051896207585
2014,Female,"(25,35]",lschd,Combined,Playing with your children,1646,19.728702993092863
2014,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1646,1.0675990675990676
2014,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1646,0.6751038421599169
2014,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1646,0.574703557312253
2014,Female,"(35,45]",lsemp,Combined,Paid employment,1510,23.981263102725368
2014,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1510,2.8446945337620577
2014,Female,"(35,45]",lserr,Combined,Household errands,1510,5.583872665088134
2014,Female,"(35,45]",lshw,Combined,Housework,1510,16.722373894955798
2014,Female,"(35,45]",lsod,Combined,Outdoor tasks,1510,2.7050765511684127
2014,Female,"(35,45]",lschd,Combined,Playing with your children,1510,19.284781442746045
2014,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1510,0.9816082121471343
2014,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1510,0.8551368896415467
2014,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1510,1.595983935742972
2014,Female,"(45,55]",lsemp,Combined,Paid employment,1578,25.850587646911727
2014,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1578,2.9503065134099615
2014,Female,"(45,55]",lserr,Combined,Household errands,1578,5.382832080200501
2014,Female,"(45,55]",lshw,Combined,Housework,1578,15.31948565776459
2014,Female,"(45,55]",lsod,Combined,Outdoor tasks,1578,3.349304501770359
2014,Female,"(45,55]",lschd,Combined,Playing with your children,1578,5.660552033808769
2014,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1578,1.2481755829903978
2014,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1578,1.2382981601731602
2014,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1578,3.1995033112582782
2014,Female,"(55,65]",lsemp,Combined,Paid employment,1332,16.33294405997693
2014,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1332,1.8429816784869977
2014,Female,"(55,65]",lserr,Combined,Household errands,1332,5.829313809933965
2014,Female,"(55,65]",lshw,Combined,Housework,1332,16.81838444065872
2014,Female,"(55,65]",lsod,Combined,Outdoor tasks,1332,4.199324129997124
2014,Female,"(55,65]",lschd,Combined,Playing with your children,1332,1.043908472479901
2014,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1332,2.5761904761904764
2014,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1332,1.6240352476450928
2014,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1332,3.583133640552995
2014,Female,"(65,75]",lsemp,Combined,Paid employment,942,2.637899262899263
2014,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,942,0.34711498547114983
2014,Female,"(65,75]",lserr,Combined,Household errands,942,6.388223308883456
2014,Female,"(65,75]",lshw,Combined,Housework,942,19.612224889955982
2014,Female,"(65,75]",lsod,Combined,Outdoor tasks,942,5.0013147249190935
2014,Female,"(65,75]",lschd,Combined,Playing with your children,942,0.376570351758794
2014,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,942,2.0149625935162097
2014,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,942,1.968155500413565
2014,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,942,2.9754594820384295
2014,Female,"(75,Inf]",lsemp,Combined,Paid employment,675,0.08032128514056225
2014,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,675,0.021262002743484224
2014,Female,"(75,Inf]",lserr,Combined,Household errands,675,5.692813765182186
2014,Female,"(75,Inf]",lshw,Combined,Housework,675,18.024850299401198
2014,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,675,4.1423
2014,Female,"(75,Inf]",lschd,Combined,Playing with your children,675,0.14285714285714285
2014,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,675,0.34
2014,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,675,1.4465
2014,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,675,3.048155737704918
2015,Male,"(15,25]",lsemp,Combined,Paid employment,1714,22.213069444444443
2015,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1714,2.497675401521555
2015,Male,"(15,25]",lserr,Combined,Household errands,1714,1.9509149774774774
2015,Male,"(15,25]",lshw,Combined,Housework,1714,3.9091424619640387
2015,Male,"(15,25]",lsod,Combined,Outdoor tasks,1714,2.0366081382385732
2015,Male,"(15,25]",lschd,Combined,Playing with your children,1714,1.1022299449753836
2015,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1714,0.4886002886002886
2015,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1714,0.5882352941176471
2015,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1714,0.3667102966841187
2015,Male,"(25,35]",lsemp,Combined,Paid employment,1625,38.75730275730276
2015,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1625,4.538736492103076
2015,Male,"(25,35]",lserr,Combined,Household errands,1625,3.3275338304335818
2015,Male,"(25,35]",lshw,Combined,Housework,1625,5.957764995891536
2015,Male,"(25,35]",lsod,Combined,Outdoor tasks,1625,3.4490625861593602
2015,Male,"(25,35]",lschd,Combined,Playing with your children,1625,8.143310265282583
2015,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1625,0.43206958073148977
2015,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1625,0.5492863514719001
2015,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1625,0.2651036970243463
2015,Male,"(35,45]",lsemp,Combined,Paid employment,1366,39.44517543859649
2015,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1366,4.71151284490961
2015,Male,"(35,45]",lserr,Combined,Household errands,1366,3.824685534591195
2015,Male,"(35,45]",lshw,Combined,Housework,1366,6.922113289760349
2015,Male,"(35,45]",lsod,Combined,Outdoor tasks,1366,4.6952225334578275
2015,Male,"(35,45]",lschd,Combined,Playing with your children,1366,9.691722275182714
2015,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1366,0.3218274111675127
2015,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1366,0.75825
2015,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1366,0.7985611510791367
2015,Male,"(45,55]",lsemp,Combined,Paid employment,1444,38.22610089186176
2015,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1444,4.305739327113373
2015,Male,"(45,55]",lserr,Combined,Household errands,1444,3.8380129286115796
2015,Male,"(45,55]",lshw,Combined,Housework,1444,6.7560808926080895
2015,Male,"(45,55]",lsod,Combined,Outdoor tasks,1444,5.4018253299634935
2015,Male,"(45,55]",lschd,Combined,Playing with your children,1444,4.711817912218268
2015,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1444,0.4836663495084047
2015,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1444,1.0621878901373283
2015,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1444,1.537440758293839
2015,Male,"(55,65]",lsemp,Combined,Paid employment,1217,26.78594551282051
2015,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1217,3.159439528023599
2015,Male,"(55,65]",lserr,Combined,Household errands,1217,4.320648683365446
2015,Male,"(55,65]",lshw,Combined,Housework,1217,7.297230227345501
2015,Male,"(55,65]",lsod,Combined,Outdoor tasks,1217,6.3306891025641026
2015,Male,"(55,65]",lschd,Combined,Playing with your children,1217,1.4289617486338797
2015,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1217,0.8522372528616025
2015,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1217,1.3708376244421558
2015,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1217,2.0954545454545452
2015,Male,"(65,75]",lsemp,Combined,Paid employment,880,5.349223257878385
2015,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,880,0.5746191756272402
2015,Male,"(65,75]",lserr,Combined,Household errands,880,4.962962962962963
2015,Male,"(65,75]",lshw,Combined,Housework,880,7.35625
